Error(Midpoints are not in die_area): temp_buffer_1512 Z ['CTS.py', 'a2_47rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_5 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_73 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_141 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_278 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_346 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_482 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_757 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_1031 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_1171 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_1240 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_1377 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_1513 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_1926 Z ['CTS.py', 'rbank87_detailed.def', 'star', 'Rbank2']
Error(Midpoints are not in die_area): temp_buffer_279 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_622 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1241 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1274 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1615 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1823 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1995 Z ['CTS.py', 'Random22_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_657 Z ['CTS.py', 'random25_detailed.def', 'star', 'random']
Error(Midpoints are not in die_area): temp_buffer_965 Z ['CTS.py', 'random25_detailed.def', 'star', 'random']
Error(Midpoints are not in die_area): temp_buffer_209 Z ['CTS.py', 'random25_detailed.def', 'star', 'random']
Error(Midpoints are not in die_area): temp_buffer_2063 Z ['CTS.py', 'random25_detailed.def', 'star', 'random']
Error(Midpoints are not in die_area): temp_buffer_1874 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_244 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_931 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1206 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1857 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_279 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_758 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_965 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1856 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1103 Z ['CTS.py', 'a2_137rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1065 Z ['CTS.py', 'a2_144rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_2063 Z ['CTS.py', 'a2_144rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_5 Z ['CTS.py', 'a2_144rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1926 Z ['CTS.py', 'a2_144rbank.txt.def', 'star', 'a2_rbank']
Error(Midpoints are not in die_area): temp_buffer_1138 Z ['CTS.py', 'Random49_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1205 Z ['CTS.py', 'Random49_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1994 Z ['CTS.py', 'Random49_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_2063 Z ['CTS.py', 'Random49_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_416 Z ['CTS.py', 'Random49_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_828 Z ['CTS.py', 'Random49_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_277 Z ['CTS.py', 'Random66_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_896 Z ['CTS.py', 'random76_detailed.def', 'star', 'random']
Error(Midpoints are not in die_area): temp_buffer_1737 Z ['CTS.py', 'random76_detailed.def', 'star', 'random']
Error(Midpoints are not in die_area): temp_buffer_810 Z ['CTS.py', 'Random80_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1653 Z ['CTS.py', 'Random84_detailed.def', 'star', 'Random']
Error(Midpoints are not in die_area): temp_buffer_1496 Z ['CTS.py', 'Random1103_oneiter_10_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1377 Z ['CTS.py', 'Random1103_oneiter_10_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_572 Z ['CTS.py', 'Random1103_oneiter_25_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_192 Z ['CTS.py', 'Random1103_oneiter_48_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_6 Z ['CTS.py', 'Random1103_oneiter_48_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_1824 Z ['CTS.py', 'Random1103_oneiter_48_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_1994 Z ['CTS.py', 'Random1103_oneiter_48_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_2028 Z ['CTS.py', 'Random1103_oneiter_48_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_2164 Z ['CTS.py', 'Random1103_oneiter_48_detailed_detailed.def', 'star', 'Random2_detailed']
Error(Midpoints are not in die_area): temp_buffer_313 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_448 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1890 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_2027 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_2096 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_72 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_482 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1993 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_2130 Z ['CTS.py', 'Random1103_oneiter_56_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_209 Z ['CTS.py', 'Random1103_oneiter_87_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1103 Z ['CTS.py', 'Random1103_oneiter_87_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1581 Z ['CTS.py', 'Random1103_oneiter_87_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_5 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_141 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_208 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_482 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_553 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_621 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1103 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_1581 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_2062 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
Error(Midpoints are not in die_area): temp_buffer_2130 Z ['CTS.py', 'Random1103_oneiter_89_detailed.def', 'star', 'Random2']
